ruta,vattendist,namn,strandtyp,kusttyp,urvalsklass,provyta,pyid,exponering,transektlen,transektriktning,easting,northing,longitud,latitud
5762,SE4,Yttre Gamlebyviken,klippa/häll,fastland,01_klippstränder,8,20265762008,,6,102,595167.9931,6407277.1659,16.6010930155405,57.797377201358
5768,SE4,Rågödjupet,klippa/häll,öar,08_havsklippa,6,20265768006,,6.4,190,604551.0048,6412027.5976,16.7609485260235,57.8379361822922
5768,SE4,Rågödjupet,klippa/häll,skär,09_skär,8,20265768008,,34.7,157,604792.6083,6412322.5261,16.7651451608923,57.8405275367911
5768,SE4,Rågödjupet,klippa/häll,öar,01_klippstränder,24,20265768024,,10.7,158,604863.3765,6412551.8313,16.7664373325993,57.8425696596856
5768,SE4,Rågödjupet,block/grus,öar,02_block/grus,27,20265768027,,11.1,300,604548.0107,6412824.9823,16.761247548609,57.8450958301796
5797,SE5,S m Hallands kustvatten,block/grus,skär,09_skär,1,20265797001,,10.5,313,339968.5144,6310994.3728,12.3712660141774,56.9149409985174
5797,SE5,S m Hallands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,10,20265797010,,55.3,297,339693.0344,6311443.7742,12.3664621435025,56.9188787961884
5797,SE5,S m Hallands kustvatten,sand,fastland,15_strandängsbete,11,20265797011,,5.7,55,340074.3574,6311508.017,12.3726785395665,56.9195870508804
5797,SE5,S m Hallands kustvatten,block/grus,fastland,06_dyner,18,20265797018,,23.8,14,339202.507,6311767.2775,12.3582081972273,56.9216120163184
5798,SE5,N m Hallands kustvatten,konstruerad,fastland,05_konstruerad,4,20265798004,,20.5,113,339003.4119,6314087.4855,12.3534663326,56.9423644531538
5798,SE5,N m Hallands kustvatten,block/grus,fastland,02_block/grus,5,20265798005,,12.5,167,339068.3206,6314127.351,12.3545066919862,56.9427447675563
5798,SE5,N m Hallands kustvatten,block/grus,fastland,10_vasstrand,9,20265798009,,17.7,109,339027.7862,6314272.6159,12.3537487782625,56.9440342840507
5798,SE5,N m Hallands kustvatten,sand,fastland,06_dyner,12,20265798012,,13.1,74,339101.9282,6314531.9981,12.3548012218753,56.9463877455708
5798,SE5,N m Hallands kustvatten,block/grus,fastland,14_strandäng,16,20265798016,,3.9,41,338963.1657,6314769.4859,12.3523715535591,56.9484707128329
5798,SE5,N m Hallands kustvatten,klippa/häll,skär,09_skär,35,20265798035,,1.2,215,338844.0487,6314909.8194,12.3503261217424,56.9496886112687
5799,SE5,N m Hallands kustvatten,sand,fastland,06_dyner,1,20265799001,,134,72,339128.0165,6321001.7814,12.3511086982931,57.0044562211298
5800,SE5,N m Hallands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,2,20265800002,,33,121,337131.7964,6324096.785,12.3162786304933,57.0315301698814
5800,SE5,N m Hallands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,4,20265800004,,53.8,51,337348.2278,6324195.7341,12.3197765665606,57.0324944274148
5800,SE5,N m Hallands kustvatten,strandäng/våtmark,fastland,15_strandängsbete,6,20265800006,,74.7,63,337266.6643,6324247.6239,12.3184006534031,57.0329313122685
5801,SE5,N m Hallands kustvatten,sand,fastland,06_dyner,2,20265801002,,22.9,78,331201.1987,6333572.8138,12.212310666219,57.1144255347274
5802,SE5,N m Hallands kustvatten,sand,fastland,06_dyner,2,20265802002,,26.2,351,330655.3496,6334001.9791,12.2030178407286,57.118075677373
5802,SE5,Balgöarkipelagen,block/grus,fastland,15_strandängsbete,6,20265802006,,20,177,330152.5613,6334583.0927,12.1943303496299,57.1231043770442
5804,SE5,Balgöarkipelagen,klippa/häll,öar,01_klippstränder,2,20265804002,,23.3,145,328910.8116,6335000.5716,12.1735609015223,57.1263899113735
5804,SE5,Balgöarkipelagen,block/grus,öar,02_block/grus,3,20265804003,,6.1,37,328918.7859,6335021.1076,12.1736784094296,57.1265771346967
5806,SE5,Balgöarkipelagen,block/grus,skär,14_strandäng,12,20265806012,,73.3,91,330109.4774,6337413.0568,12.1916961240563,57.1484803316149
5808,SE5,Balgöarkipelagen,strandäng/våtmark,fastland,14_strandäng,7,20265808007,,20.8,84,331563.1013,6341092.3872,12.2132079996133,57.1820287763539
5808,SE5,Balgöarkipelagen,sand,fastland,06_dyner,1,20265808001,,86.5,100,331538.2928,6341212.9968,12.2127165582753,57.1831018503635
5808,SE5,Balgöarkipelagen,sand,fastland,06_dyner,2,20265808002,,5.4,65,331554.9487,6341324.5798,12.2129163355362,57.1841091534852
5808,SE5,Balgöarkipelagen,sand,fastland,06_dyner,3,20265808003,,12.1,67,331518.2451,6341428.1759,12.2122398048689,57.1850252029924
5808,SE5,Balgöarkipelagen,sand,fastland,06_dyner,6,20265808006,,21.6,63,331315.4473,6341621.4477,12.2087579062547,57.1866848348728
5840,SE4,Ö Gotlands s kustvatten,block/grus,fastland,06_dyner,1,20265840001,,6.6,315,725197.0348,6363024.4759,18.7438296408424,57.354298145588
5840,SE4,Ö Gotlands s kustvatten,sand,fastland,06_dyner,7,20265840007,,9.3,326,725450.2295,6363640.501,18.7485922978629,57.3596949190282
5840,SE4,Ö Gotlands s kustvatten,sand,fastland,06_dyner,10,20265840010,,9.3,314,725669.6779,6363899.4589,18.752469408903,57.3619075603377
5842,SE4,Ö Gotlands s kustvatten,sand,fastland,06_dyner,1,20265842001,,10.3,89,733314.3756,6367618.2998,18.8827853071265,57.3913886533412
5842,SE4,Ö Gotlands s kustvatten,sand,fastland,06_dyner,5,20265842005,,26.2,78,733284.9516,6367834.692,18.8825022564196,57.3933431004246
5844,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,2,20265844002,,10.2,202,729940.4278,6372920.5769,18.8317476402266,57.4406284032655
5845,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,1,20265845001,,19,180,731425.6199,6372315.0151,18.8558615692224,57.4344472025517
5847,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,1,20265847001,,110.2,206,728067.6584,6373446.5234,18.8011078301214,57.4462861931097
5847,SE4,Ö Gotlands m kustvatten,sand,fastland,15_strandängsbete,3,20265847003,,12.5,303,728009.6705,6373627.9405,18.8003126606688,57.4479413523062
5847,SE4,Ö Gotlands m kustvatten,strandäng/våtmark,fastland,14_strandäng,6,20265847006,,64.6,205,727340.6411,6373784.75,18.7893351229101,57.4496821256165
5847,SE4,Ö Gotlands m kustvatten,strandäng/våtmark,fastland,15_strandängsbete,12,20265847012,,77.4,294,727139.4761,6373879.8689,18.7860786550446,57.4506353179166
5848,SE4,Ö Gotlands m kustvatten,klippa/häll,fastland,01_klippstränder,3,20265848003,,26.2,246,730564.0104,6373031.5821,18.8422169128246,57.441307377214
5851,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,1,20265851001,,63.9,319,725017.0149,6381008.7415,18.7573516289418,57.5155912792844
5853,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,1,20265853001,,30.6,233,724920.2655,6392057.2621,18.7659641382876,57.6146707431418
5853,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,6,20265853006,,20.9,269,724793.0256,6392487.7502,18.764238435159,57.6185926764743
5853,SE4,Ö Gotlands m kustvatten,sand,fastland,06_dyner,9,20265853009,,10.2,283,724818.0272,6392781.0562,18.764928340572,57.6212091854488
5854,SE4,Ö Gotlands n kustvatten,block/grus,fastland,14_strandäng,7,20265854007,,54.9,281,726830.1413,6397426.6272,18.8028972689354,57.6618397661529
5854,SE4,Ö Gotlands n kustvatten,block/grus,fastland,14_strandäng,9,20265854009,,38.2,293,726837.5167,6397484.1867,18.8030746719472,57.6623519447577
5870,SE4,N Ölands kustvatten,sand,fastland,06_dyner,1,20265870001,,17.7,306,622536.2335,6333352.8083,17.0242059506444,57.1271028064382
5871,SE4,N Ölands kustvatten,sand,fastland,06_dyner,2,20265871002,,50.2,340,622612.0026,6335044.9831,17.0262868255176,57.1422744048992
5872,SE4,N Ölands kustvatten,sand,fastland,03_sand,3,20265872003,,3.5,77,623200.8185,6335452.7239,17.0362117341302,57.1457774584914
5872,SE4,N Ölands kustvatten,block/grus,fastland,02_block/grus,10,20265872010,,11.3,262,623244.7762,6335667.411,17.0370436703706,57.147693044076
5872,SE4,N Ölands kustvatten,sand,fastland,06_dyner,15,20265872015,,10.1,320,623260.6669,6335872.9731,17.0374075963189,57.1495342338069
5872,SE4,N Ölands kustvatten,strandäng/våtmark,fastland,14_strandäng,16,20265872016,,14.2,52,623699.4028,6335874.1554,17.0446549188167,57.1494269250755
5873,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,14_strandäng,4,20265873004,,17,93,616105.1434,6336610.9809,16.9195531639415,57.1580244267889
5874,SE4,N Ölands kustvatten,sand,fastland,06_dyner,1,20265874001,,5.9,223,623017.2128,6336060.6544,17.0334788339063,57.151284418359
5875,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,02_block/grus,5,20265875005,,8.1,117,617549.4921,6343311.9763,16.9465793730375,57.2178188088929
5875,SE4,N n Kalmarsunds utsjövatten,klippa/häll,fastland,01_klippstränder,9,20265875009,,2.5,118,617805.8736,6343815.1826,16.9510606694639,57.2222707316651
5878,SE4,N n Kalmarsunds utsjövatten,block/grus,öar,02_block/grus,1,20265878001,,7.6,16,608339.638,6346322.1984,16.7954693568883,57.2471170721798
5878,SE4,N n Kalmarsunds utsjövatten,klippa/häll,öar,01_klippstränder,3,20265878003,,21.9,305,608472.5875,6346351.2313,16.7976841349746,57.2473462605223
5878,SE4,N n Kalmarsunds utsjövatten,klippa/häll,öar,08_havsklippa,4,20265878004,,14.1,12,608233.6513,6346351.6608,16.7937267149744,57.2474066827625
5879,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,06_dyner,1,20265879001,,10.2,62,618086.8486,6346681.313,16.9570740373046,57.247930256001
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,5,20265882005,,19.9,303,625315.4848,6352173.8784,17.079566881839,57.2953159896869
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,6,20265882006,,18.2,307,625351.821,6352221.4374,17.0801935196452,57.2957329652076
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,10,20265882010,,22.8,308,625624.704,6352534.7223,17.084877699319,57.2984704040061
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,11,20265882011,,19.3,302,625705.6666,6352632.0892,17.0862698444448,57.2993222042032
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,13,20265882013,,15.2,313,625869.444,6352810.9478,17.0890769643223,57.3008827333525
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,14,20265882014,,17.4,314,625905.3392,6352844.109,17.089689158897,57.3011705311411
5882,SE4,N Ölands kustvatten,sand,fastland,06_dyner,15,20265882015,,21,310,625936.4279,6352867.9216,17.0902168859492,57.301375728063
5883,SE4,N Ölands kustvatten,sand,fastland,06_dyner,2,20265883002,,13,336,626242.2793,6353105.0777,17.0954104642526,57.3034202579642
5883,SE4,N Ölands kustvatten,sand,fastland,06_dyner,3,20265883003,,11.1,349,626459.7672,6353205.6195,17.0990690769385,57.304262656646
5883,SE4,N Ölands kustvatten,sand,fastland,06_dyner,4,20265883004,,8.1,342,626516.3882,6353220.7008,17.1000159125526,57.3043823602348
5884,SE4,N Ölands kustvatten,block/grus,fastland,06_dyner,4,20265884004,,12.9,328,627481.6188,6353791.5626,17.116319603459,57.3092385345606
5884,SE4,N Ölands kustvatten,block/grus,fastland,06_dyner,5,20265884005,,11.6,325,627559.4594,6353845.9081,17.1176388823694,57.309704650549
5884,SE4,N Ölands kustvatten,block/grus,fastland,06_dyner,6,20265884006,,7.4,331,627680.4536,6353913.8003,17.1196810463668,57.3102802947808
5885,SE4,N Ölands kustvatten,block/grus,fastland,06_dyner,1,20265885001,,9.4,25,629080.3961,6353872.578,17.1428821767317,57.3095166452768
5886,SE4,N Ölands kustvatten,sand,fastland,06_dyner,1,20265886001,,21.8,238,628189.7157,6356991.6417,17.1297270923676,57.3377668277138
5887,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,02_block/grus,1,20265887001,,16.1,139,622110.046,6358008.6015,17.0292978873571,57.3485646082045
5889,SE4,N Ölands kustvatten,block/grus,fastland,02_block/grus,2,20265889002,,17.1,278,628015.8078,6358055.4919,17.1273924135669,57.3473656414403
5889,SE4,Grankullaviken,strandäng/våtmark,fastland,15_strandängsbete,9,20265889009,,34,99,627499.9196,6358450.8658,17.1190305079221,57.3510593991301
5889,SE4,Grankullaviken,strandäng/våtmark,fastland,15_strandängsbete,11,20265889011,,21.9,86,627508.9459,6358547.8212,17.119230574571,57.3519272272534
5889,SE4,Grankullaviken,strandäng/våtmark,fastland,15_strandängsbete,14,20265889014,,60.1,45,627449.6217,6358707.9581,17.1183281872113,57.3533813393054
5890,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,06_dyner,1,20265890001,,31.7,165,624470.0412,6360028.4893,17.069509471252,57.3660592109471
5890,SE4,N n Kalmarsunds utsjövatten,block/grus,fastland,14_strandäng,2,20265890002,,37.7,163,624704.2933,6360122.6388,17.0734490669938,57.3668403447641
6055,SE3,Norstensfjärden,klippa/häll,skär,09_skär,1,20266055001,,16.2,175,704413.3632,6552000.7714,18.5650765295664,59.0582979523626
6055,SE3,Norrfjärden,klippa/häll,öar,01_klippstränder,9,20266055009,,7.9,95,704986.4843,6552604.3211,18.5756124747924,59.0634327265986
6055,SE3,Norrfjärden,block/grus,öar,02_block/grus,12,20266055012,,6.7,181,705121.8242,6552822.8376,18.5781718880488,59.0653262603484
6056,SE3,Hanstensfjärden,klippa/häll,skär,09_skär,1,20266056001,,16.9,220,700438.9015,6553211.3783,18.4970149789606,59.0710348171983
6056,SE3,Hanstensfjärden,klippa/häll,skär,08_havsklippa,4,20266056004,,7.1,100,700591.2985,6553895.7901,18.5002932804712,59.0770980997774
6056,SE3,Hanstensfjärden,klippa/häll,skär,01_klippstränder,5,20266056005,,8.1,143,700627.7476,6553922.1127,18.5009519938597,59.0773169037675
6059,SE3,Fåglaröfjärden sek namn,strandäng/våtmark,öar,14_strandäng,1,20266059001,,19.2,79,696260.3184,6557835.3378,18.4284027449787,59.1144291903588
6060,SE3,Hanstensfjärden,klippa/häll,öar,01_klippstränder,3,20266060003,,6.7,273,700484.3017,6557059.0449,18.5013217059152,59.1055030737614
6060,SE3,Hanstensfjärden,block/grus,öar,02_block/grus,11,20266060011,,5.7,302,700917.7873,6557400.7456,18.5091891734808,59.108361726404
6060,SE3,Hanstensfjärden,strandäng/våtmark,öar,15_strandängsbete,18,20266060018,,76.8,256,700317.2038,6557698.2302,18.4989942223592,59.111311179676
6060,SE3,Hanstensfjärden,strandäng/våtmark,öar,15_strandängsbete,20,20266060020,,16.5,332,700383.7822,6557774.6488,18.5002245690593,59.111964854935
6060,SE3,Hanstensfjärden,strandäng/våtmark,öar,15_strandängsbete,23,20266060023,,78.4,263,700852.5673,6557840.5634,18.5084558208212,59.112334860814
6060,SE3,Hanstensfjärden,strandäng/våtmark,öar,14_strandäng,25,20266060025,,51.4,300,700873.0759,6557911.8435,18.5088786615764,59.1129641174645
6060,SE3,Hanstensfjärden,strandäng/våtmark,öar,15_strandängsbete,27,20266060027,,9,154,700208.947,6557942.7073,18.4973308396904,59.113553518069
6061,SE3,Fåglaröfjärden sek namn,block/grus,öar,02_block/grus,6,20266061006,,1.7,313,697123.1883,6558171.5616,18.4437471654532,59.1170446312584
6061,SE3,Fåglaröfjärden sek namn,klippa/häll,öar,01_klippstränder,11,20266061011,,1.8,189,696366.7178,6558218.425,18.4306011141164,59.1178142799674
6061,SE3,Fåglaröfjärden sek namn,block/grus,öar,10_vasstrand,14,20266061014,,3.8,0,696741.5943,6558266.2188,18.4371796710172,59.1180696615988
6061,SE3,Fåglaröfjärden sek namn,klippa/häll,öar,08_havsklippa,15,20266061015,,16.8,320,697031.3168,6558290.2217,18.4422523124612,59.1181508557534
6065,SE3,Sandemars fjärd sek namn,strandäng/våtmark,fastland,15_strandängsbete,9,20266065009,,159.8,333,693005.8099,6559171.4837,18.3728440718674,59.1278952086925
6065,SE3,Sandemars fjärd sek namn,strandäng/våtmark,fastland,15_strandängsbete,10,20266065010,,151.9,307,693076.4803,6559235.2385,18.3741328505052,59.1284347093724
6067,SE3,Hanstensfjärden,klippa/häll,skär,08_havsklippa,1,20266067001,,11.9,319,703497.5245,6559013.4332,18.5556452754956,59.1215919103722
6067,SE3,Hanstensfjärden,klippa/häll,öar,01_klippstränder,4,20266067004,,14.7,273,704084.8499,6559129.6063,18.565992769782,59.1223520298862
6067,SE3,Hanstensfjärden,klippa/häll,skär,09_skär,9,20266067009,,36.6,257,703421.1581,6559506.9814,18.5547726947558,59.1260521728174
6067,SE3,Jungfrufjärden,block/grus,skär,02_block/grus,16,20266067016,,7.4,193,703650.9711,6559792.8307,18.5590457700113,59.1285043882451
6434,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,14_strandäng,6,20266434006,,32.4,266,726354.389,6405852.0905,18.8028576080032,57.7375941882225
6435,SE4,Ö Gotlands n kustvatten,sand,fastland,06_dyner,3,20266435003,,6,300,733102.454,6405298.5586,18.9153931423987,57.7291838484405
6436,SE4,Ö Gotlands n kustvatten,sand,fastland,03_sand,2,20266436002,,7.3,35,734431.2228,6405116.4136,18.9374746556817,57.7268605400142
6436,SE4,Ö Gotlands n kustvatten,sand,fastland,03_sand,5,20266436005,,6.7,39,734214.058,6405624.6633,18.9343320944429,57.7315283023241
6437,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,15_strandängsbete,1,20266437001,,82.3,14,727251.5871,6407029.3493,18.8190064220311,57.7476924613855
6438,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,14_strandäng,4,20266438004,,15.4,251,735024.3058,6407492.5403,18.9497327711642,57.7478435473333
6438,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,06_dyner,5,20266438005,,13.9,268,734989.5725,6407693.3885,18.9493471850007,57.7496615356296
6439,SE4,Ö Gotlands n kustvatten,block/grus,öar,02_block/grus,7,20266439007,,17.8,71,738020.7533,6409950.09,19.0023878014959,57.7682865599406
6441,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,14_strandäng,1,20266441001,,21.1,117,738141.2112,6411682.1224,19.0061284033166,57.7837424047767
6441,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,14_strandäng,10,20266441010,,16.6,184,738645.5703,6411967.2389,19.0148732040021,57.7860290786501
6443,SE4,Ö Gotlands n kustvatten,strandäng/våtmark,fastland,14_strandäng,2,20266443002,,30.8,306,738018.5496,6414122.0418,19.0064964486893,57.8056701584393
6444,SE4,Ö Gotlands n kustvatten,block/grus,öar,15_strandängsbete,9,20266444009,,69,264,739592.2671,6414331.6196,19.0331214463885,57.8067094469319
6444,SE4,Ö Gotlands n kustvatten,block/grus,öar,15_strandängsbete,11,20266444011,,67.9,256,739588.0337,6414366.28,19.0330851004726,57.8070222699624
6444,SE4,Ö Gotlands n kustvatten,block/grus,öar,15_strandängsbete,13,20266444013,,113.5,169,739409.7042,6414398.2947,19.0301237448861,57.8074044290834
6448,SE4,Irevik,block/grus,fastland,14_strandäng,1,20266448001,,27,64,714496.5084,6419666.1801,18.616489286575,57.8672485206303
6449,SE4,Fårösund,block/grus,öar,02_block/grus,5,20266449005,,6.3,32,743624.8176,6419473.4365,19.1060488856834,57.8506023852088
6449,SE4,Fårösund,block/grus,öar,15_strandängsbete,7,20266449007,,87.6,49,743358.1804,6419660.1006,19.101758627187,57.8524198698467
6449,SE4,Fårösund,strandäng/våtmark,öar,15_strandängsbete,9,20266449009,,47.5,101,743360.2783,6419884.2576,19.1020226245608,57.8544270054897
6462,SE4,Gotlands n kustvatten,block/grus,fastland,02_block/grus,6,20266462006,,11.7,104,732314.5156,6427157.4767,18.9234514711178,57.9254772526958
6462,SE4,Gotlands n kustvatten,klippa/häll,fastland,01_klippstränder,7,20266462007,,1.6,349,732576.0586,6427177.1774,18.9278759749486,57.9255175089853
6462,SE4,Gotlands n kustvatten,block/grus,fastland,14_strandäng,14,20266462014,,45.3,197,732484.8019,6427288.0866,18.9264475727109,57.9265589426229
6463,SE4,Gotlands n kustvatten,block/grus,öar,02_block/grus,3,20266463003,,8.8,285,733788.9048,6427140.0685,18.9482671036722,57.9245510049011
6463,SE4,Gotlands n kustvatten,block/grus,öar,08_havsklippa,7,20266463007,,2.5,75,733646.7133,6427451.1556,18.9461785368844,57.9274131061769
6464,SE4,Fårö n kustvatten,klippa/häll,öar,01_klippstränder,1,20266464001,,74.4,80,741101.4303,6431246.3679,19.0755857702552,57.9574493255806
6465,SE4,Ajkesvik,sand,öar,06_dyner,1,20266465001,,26.9,182,751515.4315,6433547.8019,19.2535255192141,57.9723078811376
6759,SE4,Lundåkrabukten,sand,fastland,14_strandäng,1,20266759001,,16.6,88,369580.6909,6189001.0994,12.9178865197616,55.8289292317503
6759,SE4,Lundåkrabukten,sand,fastland,14_strandäng,4,20266759004,,28.1,58,369490.4425,6189321.9955,12.9162926911096,55.8317862539862
6759,SE4,Lundåkrabukten,sand,fastland,14_strandäng,5,20266759005,,58.9,75,369427.4874,6189432.6462,12.915235131325,55.8327627918518
6760,SE4,Lundåkrabukten,strandäng/våtmark,fastland,14_strandäng,1,20266760001,,255.9,66,369021.5795,6190009.0938,12.908481202764,55.8378288816458
6760,SE4,Lundåkrabukten,strandäng/våtmark,fastland,15_strandängsbete,7,20266760007,,310.7,58,368806.5487,6190407.5144,12.9048576285428,55.8413479739099
6760,SE4,Lundåkrabukten,sand,fastland,15_strandängsbete,8,20266760008,,252,70,368799.1605,6190521.0314,12.9046848857438,55.8423652535043
6760,SE4,Lundåkrabukten,sand,fastland,15_strandängsbete,10,20266760010,,121.9,60,368696.5096,6190727.8505,12.902946747976,55.8441943978232
6760,SE4,Lundåkrabukten,strandäng/våtmark,fastland,15_strandängsbete,11,20266760011,,109.3,58,368632.0449,6190838.8328,12.9018642589347,55.8451733803282
6761,SE4,N m Öresunds kustvatten,sand,fastland,10_vasstrand,1,20266761001,,7.1,278,363813.9102,6193005.6273,12.8238854907302,55.8632927249178
6761,SE4,N m Öresunds kustvatten,konstruerad,fastland,05_konstruerad,11,20266761011,,4.5,37,363224.87,6193281.6139,12.8143417112818,55.8656039992795
6761,SE4,N m Öresunds kustvatten,sand,fastland,03_sand,32,20266761032,,18,115,363598.078,6193781.097,12.8200494064155,55.8701943862306
6763,SE4,N m Öresunds kustvatten,sand,fastland,08_havsklippa,1,20266763001,,10.1,68,355096.0661,6198070.9161,12.6819974180271,55.906227201679
6763,SE4,N m Öresunds kustvatten,block/grus,fastland,02_block/grus,3,20266763003,,7.8,47,355006.9542,6198190.5081,12.6805091112997,55.9072740384651
6763,SE4,N m Öresunds kustvatten,konstruerad,fastland,05_konstruerad,9,20266763009,,NA,NA,354626.2776,6198453.6621,12.6742835031614,55.9095217608252
6763,SE4,N m Öresunds kustvatten,sand,fastland,03_sand,15,20266763015,,17.6,67,354486.0415,6198645.4192,12.6719388683549,55.9112009240909
6867,SE1,Vargödraget,block/grus,fastland,02_block/grus,3,20266867003,,5,36,810932.4951,7253998.8103,21.6684367347191,65.2609746516258
6867,SE1,Vargödraget,strandäng/våtmark,fastland,04_strandäng/våtmark,8,20266867008,,6.1,46,810739.0485,7254098.2022,21.6645464189519,65.2620434173632
6867,SE1,Vargödraget,strandäng/våtmark,fastland,07_landhöjningsskog,19,20266867019,,23.8,250,810566.2747,7254976.9511,21.6628545246674,65.2700380773419
6868,SE1,Norrbottens skärgårds kustvatten,block/grus,öar,06_dyner,2,20266868002,,7.3,217,817290.567,7256200.0133,21.808714305709,65.2745084965449
6871,SE1,Baggholmsdraget,strandäng/våtmark,öar,06_dyner,2,20266871002,,71.6,191,814945.6973,7257251.3382,21.7612319307414,65.2861332656143
6873,SE1,Vargödraget,strandäng/våtmark,fastland,14_strandäng,4,20266873004,,76.3,274,812286.2334,7259314.6252,21.7093103905842,65.3070606460401
6873,SE1,Vargödraget,block/grus,öar,02_block/grus,9,20266873009,,7.1,172,812703.0058,7259511.2755,21.7186382206865,65.3084157560097
6873,SE1,Vargödraget,strandäng/våtmark,fastland,14_strandäng,12,20266873012,,82.2,266,812306.3545,7259541.4846,21.7102557526738,65.3090630147536
6873,SE1,Mjoöfjärden sek namn,strandäng/våtmark,fastland,04_strandäng/våtmark,17,20266873017,,7,220,812203.5681,7259738.9772,21.708515378491,65.3109207619828
6873,SE1,Baggholmsdraget,block/grus,öar,14_strandäng,18,20266873018,,29,259,812671.3011,7259743.6475,21.7184926200066,65.3105166126758
6873,SE1,Mjoöfjärden sek namn,strandäng/våtmark,öar,14_strandäng,22,20266873022,,39.8,208,812595.187,7259789.0699,21.7169743502641,65.3109939477605
6873,SE1,Mjoöfjärden sek namn,konstruerad,fastland,05_konstruerad,24,20266873024,,3.3,216,812155.2163,7259836.3671,21.7077068233936,65.3118346459046
6892,SE2,Juniskär-Bergsfjärden,block/grus,fastland,07_landhöjningsskog,1,20266892001,,5.4,131,629005.5522,6905571.0776,17.4846056171926,62.2595504631815
6892,SE2,Juniskär-Bergsfjärden,konstruerad,fastland,05_konstruerad,4,20266892004,,13.9,206,628806.7046,6905657.9576,17.4808442401749,62.2603980191441
6892,SE2,Juniskär-Bergsfjärden,sand,fastland,03_sand,6,20266892006,,5.5,207,628606.7831,6905757.1201,17.4770710367397,62.2613559904807
6892,SE2,Juniskär-Bergsfjärden,block/grus,fastland,02_block/grus,7,20266892007,,7.8,179,628477.7521,6905774.6154,17.47460142711,62.2615571686815
6893,SE2,Juniskär-Bergsfjärden,block/grus,fastland,02_block/grus,5,20266893005,,15,156,629471.4563,6905610.296,17.4935977769219,62.2597414150253
6893,SE2,Juniskär-Bergsfjärden,block/grus,fastland,07_landhöjningsskog,8,20266893008,,12.7,187,629218.1173,6905639.2151,17.4887453914665,62.2600882361979
6894,SE2,Sundsvallsbukten,sand,fastland,03_sand,1,20266894001,,4.2,189,627060.1664,6911154.6959,17.4512501097184,62.3102893399838
6894,SE2,Sundsvallsbukten,block/grus,fastland,02_block/grus,2,20266894002,,1.6,246,627018.1638,6911191.0761,17.4504672421822,62.3106298722912
6934,SE2,Midsommarfjärden,sand,fastland,03_sand,10,20266934010,,5.1,56,618962.3419,6798510.1445,17.2209620493705,61.30254828562
6934,SE2,Midsommarfjärden,block/grus,fastland,02_block/grus,12,20266934012,,3.4,93,618948.2049,6798537.531,17.2207157293433,61.3027982772609
6936,SE2,Söderhamnsfjärden,konstruerad,fastland,05_konstruerad,6,20266936006,,0.9,181,612033.6543,6799043.1264,17.0920306742286,61.3093829205276
6936,SE2,Söderhamnsfjärden,strandäng/våtmark,fastland,10_vasstrand,27,20266936027,,36.2,253,611605.4875,6799410.4043,17.0842604510305,61.3128008292092
6936,SE2,Söderhamnsfjärden,strandäng/våtmark,fastland,14_strandäng,21,20266936021,,37.3,46,611869.4594,6799484.479,17.0892305667756,61.313389693862
6942,SE2,Skärsåfjärden sek namn,block/grus,fastland,02_block/grus,1,20266942001,,6,266,611834.892,6810029.1647,17.0949027080014,61.4080006405184
6942,SE2,Skärsåfjärden sek namn,sand,fastland,03_sand,8,20266942008,,3.1,221,611379.2597,6810390.321,17.0865907116937,61.4113717417383
6942,SE2,Skärsåfjärden sek namn,strandäng/våtmark,fastland,07_landhöjningsskog,13,20266942013,,5.2,235,611276.7299,6810762.0861,17.0848938714559,61.414736413007
6946,SE2,N S M Bottenhavets kustvatten,sand,fastland,06_dyner,2,20266946002,,15.8,313,615722.647,6811499.3666,17.1685829589617,61.420050031192
6974,SE3,Svartlögafjärden,klippa/häll,skär,09_skär,7,20266974007,,11.3,309,716669.2634,6609095.6271,18.8355550892452,59.5638451178907
